name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Tyrunt,696,Strong Jaw~Sturdy,Rock~Dragon,58,89,77,45,45,48,8,260,Royal Heir Pokémon,6,0.125,False,False,False,False,True,False,72,45,Monster~Dragon,30.0,70,True,,Brown,Upright,2.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
Tyrantrum,697,Strong Jaw~Rock Head,Rock~Dragon,82,121,119,69,59,71,25,2700,Despot Pokémon,6,0.125,False,False,False,False,True,False,182,45,Monster~Dragon,30.0,70,False,Tyrunt,Red,Upright,2.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
Amaura,698,Refrigerate~Snow Warning,Rock~Ice,77,59,50,67,63,46,13,252,Tundra Pokémon,6,0.125,False,False,False,False,True,False,72,45,Monster,30.0,70,True,,Blue,Quadruped,2.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
Aurorus,699,Refrigerate~Snow Warning,Rock~Ice,123,77,72,99,92,58,27,2250,Tundra Pokémon,6,0.125,False,False,False,False,True,False,104,45,Monster,30.0,70,False,Amaura,Blue,Quadruped,2.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
Sylveon,700,Cute Charm~Pixilate,Fairy,95,65,65,110,130,60,10,235,Intertwining Pokémon,6,0.125,False,False,False,False,True,False,184,45,Field,35.0,70,False,Eevee,Pink,Quadruped,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Hawlucha,701,Limber~Unburden~Mold Breaker,Fighting~Flying,78,92,75,74,63,118,8,215,Wrestling Pokémon,6,0.5,False,False,False,False,True,False,175,100,Flying~Human-Like,20.0,70,False,,Green,Humanoid,2.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
Dedenne,702,Cheek Pouch~Pickup~Plus,Electric~Fairy,67,58,57,81,67,101,2,22,Antenna Pokémon,6,0.5,False,False,False,False,True,False,151,180,Field~Fairy,20.0,70,False,,Yellow,Upright,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Carbink,703,Clear Body~Sturdy,Rock~Fairy,50,50,150,50,150,50,3,57,Jewel Pokémon,6,0.0,True,False,False,False,True,False,100,60,Fairy~Mineral,25.0,70,False,,Gray,Ball,3.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
Goomy,704,Sap Sipper~Hydration~Gooey,Dragon,45,50,35,55,75,40,3,28,Soft Tissue Pokémon,6,0.5,False,False,False,False,True,False,60,45,Dragon,40.0,35,True,,Purple,Squiggle,13.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Sliggoo,705,Sap Sipper~Hydration~Gooey,Dragon,68,75,53,83,113,60,8,175,Soft Tissue Pokémon,6,0.5,False,False,False,False,True,False,158,45,Dragon,40.0,35,True,Goomy,Purple,Squiggle,13.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Goodra,706,Sap Sipper~Hydration~Gooey,Dragon,90,100,70,110,150,80,20,1505,Dragon Pokémon,6,0.5,False,False,False,False,True,False,270,45,Dragon,40.0,35,False,Sliggoo,Purple,Upright,13.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Klefki,707,Prankster~Magician,Steel~Fairy,57,80,91,80,87,75,2,30,Key Ring Pokémon,6,0.5,False,False,False,False,True,False,165,75,Mineral,20.0,70,False,,Gray,Ball,5.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
Phantump,708,Natural Cure~Frisk~Harvest,Ghost~Grass,43,70,48,50,60,38,4,70,Stump Pokémon,6,0.5,False,False,False,False,True,False,62,120,Grass~Amorphous,20.0,70,True,,Brown,Arms,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Trevenant,709,Natural Cure~Frisk~Harvest,Ghost~Grass,85,110,76,65,82,56,15,710,Elder Tree Pokémon,6,0.5,False,False,False,False,True,False,166,60,Grass~Amorphous,20.0,70,False,Phantump,Brown,Tentacles,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Pumpkaboo Average,710,Pickup~Frisk~Insomnia,Ghost~Grass,49,66,70,44,55,51,4,50,Pumpkin Pokémon,6,0.5,False,False,False,False,True,False,67,120,Amorphous,20.0,70,True,,Brown,Ball,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Pumpkaboo Large,710,Pickup~Frisk~Insomnia,Ghost~Grass,54,66,70,44,55,46,5,75,Pumpkin Pokémon,6,0.5,False,False,False,False,False,False,67,120,Amorphous,20.0,70,True,,Brown,Ball,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Pumpkaboo Small,710,Pickup~Frisk~Insomnia,Ghost~Grass,44,66,70,44,55,56,3,35,Pumpkin Pokémon,6,0.5,False,False,False,False,False,False,67,120,Amorphous,20.0,70,True,,Brown,Ball,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Pumpkaboo Super,710,Pickup~Frisk~Insomnia,Ghost~Grass,59,66,70,44,55,41,8,150,Pumpkin Pokémon,6,0.5,False,False,False,False,False,False,67,120,Amorphous,20.0,70,True,,Brown,Ball,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Gourgeist Average,711,Pickup~Frisk~Insomnia,Ghost~Grass,65,90,122,58,75,84,9,125,Pumpkin Pokémon,6,0.5,False,False,False,False,True,False,173,60,Amorphous,20.0,70,False,Pumpkaboo,Brown,Blob,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Gourgeist Large,711,Pickup~Frisk~Insomnia,Ghost~Grass,75,95,122,58,75,69,11,140,Pumpkin Pokémon,6,0.5,False,False,False,False,False,False,173,60,Amorphous,20.0,70,False,Pumpkaboo,Brown,Blob,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Gourgeist Small,711,Pickup~Frisk~Insomnia,Ghost~Grass,55,85,122,58,75,99,7,95,Pumpkin Pokémon,6,0.5,False,False,False,False,False,False,173,60,Amorphous,20.0,70,False,Pumpkaboo,Brown,Blob,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Gourgeist Super,711,Pickup~Frisk~Insomnia,Ghost~Grass,85,100,122,58,75,54,17,390,Pumpkin Pokémon,6,0.5,False,False,False,False,False,False,173,60,Amorphous,20.0,70,False,Pumpkaboo,Brown,Blob,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Bergmite,712,Own Tempo~Ice Body~Sturdy,Ice,55,69,85,32,35,28,10,995,Ice Chunk Pokémon,6,0.5,False,False,False,False,True,False,61,190,Monster~Mineral,20.0,70,True,,Blue,Quadruped,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Avalugg,713,Own Tempo~Ice Body~Sturdy,Ice,95,117,184,44,46,28,20,5050,Iceberg Pokémon,6,0.5,False,False,False,False,True,False,180,55,Monster~Mineral,20.0,70,False,Bergmite,Blue,Quadruped,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Noibat,714,Frisk~Infiltrator~Telepathy,Flying~Dragon,40,30,35,45,40,55,5,80,Sound Wave Pokémon,6,0.5,False,False,False,False,True,False,49,190,Flying~Dragon,20.0,70,True,,Purple,Wings,8.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Noivern,715,Frisk~Infiltrator~Telepathy,Flying~Dragon,85,70,80,97,80,123,15,850,Sound Wave Pokémon,6,0.5,False,False,False,False,True,False,187,45,Flying~Dragon,20.0,70,False,Noibat,Purple,Wings,8.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Xerneas,716,Fairy Aura,Fairy,126,131,95,131,98,99,30,2150,Life Pokémon,6,0.0,True,False,True,False,True,True,306,45,Undiscovered,120.0,0,False,,Blue,Quadruped,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Yveltal,717,Dark Aura,Dark~Flying,126,131,95,131,98,99,58,2030,Destruction Pokémon,6,0.0,True,False,True,False,True,False,306,45,Undiscovered,120.0,0,False,,Red,Wings,6.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Zygarde,718,Aura Break,Dragon~Ground,108,100,121,81,95,95,50,3050,Order Pokémon,6,0.0,True,False,True,False,True,False,270,3,Undiscovered,120.0,0,False,,Green,Squiggle,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Zygarde 10,718,Power Construct,Dragon~Ground,54,100,71,61,85,115,12,335,Order Pokémon,6,0.0,True,False,True,False,False,False,219,3,Undiscovered,120.0,0,False,,Green,Squiggle,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Zygarde 50,718,Power Construct,Dragon~Ground,108,100,121,81,95,95,50,3050,Order Pokémon,6,0.0,True,False,True,False,False,False,270,3,Undiscovered,120.0,0,False,,Green,Squiggle,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Zygarde Complete,718,Power Construct,Dragon~Ground,216,100,121,91,95,85,45,6100,Order Pokémon,6,0.0,True,False,True,False,False,False,319,3,Undiscovered,120.0,0,False,,Green,Squiggle,9.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Diancie,719,Clear Body,Rock~Fairy,50,100,150,100,150,50,7,88,Jewel Pokémon,6,0.0,True,False,False,True,True,True,270,3,Undiscovered,25.0,70,False,,Pink,Arms,3.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
Diancie Mega,719,Magic Bounce,Rock~Fairy,50,160,110,160,110,110,11,278,Jewel Pokémon,6,0.0,True,False,False,True,False,True,315,3,Undiscovered,25.0,70,False,,Pink,Arms,3.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
Hoopa,720,Magician,Psychic~Ghost,80,110,60,150,130,70,5,90,Mischief Pokémon,6,0.0,True,False,False,True,True,False,270,3,Undiscovered,120.0,100,False,,Purple,Arms,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
Hoopa Unbound,720,Magician,Psychic~Dark,80,160,60,170,130,80,65,4900,Mischief Pokémon,6,0.0,True,False,False,True,False,False,306,3,Undiscovered,120.0,100,False,,Purple,Arms,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
Volcanion,721,Water Absorb,Fire~Water,80,110,120,130,90,70,17,1950,Steam Pokémon,6,0.0,True,False,False,True,True,False,270,3,Undiscovered,120.0,100,False,,Brown,Quadruped,1.0,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
Rowlet,722,Overgrow~Long Reach,Grass~Flying,68,55,55,50,50,42,3,15,Grass Quill Pokémon,7,0.125,False,False,False,False,True,False,64,45,Flying,15.0,70,True,,Brown,Wings,7.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Dartrix,723,Overgrow~Long Reach,Grass~Flying,78,75,75,70,70,52,7,160,Blade Quill Pokémon,7,0.125,False,False,False,False,True,False,147,45,Flying,15.0,70,True,Rowlet,Brown,Wings,7.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Decidueye,724,Overgrow~Long Reach,Grass~Ghost,78,107,75,100,100,70,16,366,Arrow Quill Pokémon,7,0.125,False,False,False,False,True,False,239,45,Flying,15.0,70,False,Dartrix,Brown,Wings,12.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
Litten,725,Blaze~Intimidate,Fire,45,65,40,60,40,70,4,43,Fire Cat Pokémon,7,0.125,False,False,False,False,True,False,64,45,Field,15.0,70,True,,Red,Quadruped,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Torracat,726,Blaze~Intimidate,Fire,65,85,50,80,50,90,7,250,Fire Cat Pokémon,7,0.125,False,False,False,False,True,False,147,45,Field,15.0,70,True,Litten,Red,Quadruped,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Incineroar,727,Blaze~Intimidate,Fire~Dark,95,115,90,80,90,60,18,830,Heel Pokémon,7,0.125,False,False,False,False,True,False,239,45,Field,15.0,70,False,Torracat,Red,Upright,4.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Popplio,728,Torrent~Liquid Voice,Water,50,54,54,66,56,40,4,75,Sea Lion Pokémon,7,0.125,False,False,False,False,True,False,64,45,Water 1~Field,15.0,70,True,,Blue,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Brionne,729,Torrent~Liquid Voice,Water,60,69,69,91,81,50,6,175,Pop Star Pokémon,7,0.125,False,False,False,False,True,False,147,45,Water 1~Field,15.0,70,True,Popplio,Blue,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Primarina,730,Torrent~Liquid Voice,Water~Fairy,80,74,74,126,116,60,18,440,Soloist Pokémon,7,0.125,False,False,False,False,True,False,239,45,Water 1~Field,15.0,70,False,Brionne,Blue,Fish,4.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Pikipek,731,Keen Eye~Skill Link~Pickup,Normal~Flying,35,75,30,30,30,65,3,12,Woodpecker Pokémon,7,0.5,False,False,False,False,True,False,53,255,Flying,15.0,70,True,,Black,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Trumbeak,732,Keen Eye~Skill Link~Pickup,Normal~Flying,55,85,50,40,50,75,6,148,Bugle Beak Pokémon,7,0.5,False,False,False,False,True,False,124,120,Flying,15.0,70,True,Pikipek,Black,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Toucannon,733,Keen Eye~Skill Link~Sheer Force,Normal~Flying,80,120,75,75,75,60,11,260,Cannon Pokémon,7,0.5,False,False,False,False,True,False,218,45,Flying,15.0,70,False,Trumbeak,Black,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Yungoos,734,Stakeout~Strong Jaw~Adaptability,Normal,48,70,30,30,30,45,4,60,Loitering Pokémon,7,0.5,False,False,False,False,True,False,51,255,Field,15.0,70,True,,Brown,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Gumshoos,735,Stakeout~Strong Jaw~Adaptability,Normal,88,110,60,55,60,45,7,142,Stakeout Pokémon,7,0.5,False,False,False,False,True,False,146,127,Field,15.0,70,False,Yungoos,Brown,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Gumshoos Totem,735,Stakeout~Strong Jaw~Adaptability,Normal,88,110,60,55,60,45,14,600,Stakeout Pokémon,7,0.5,False,False,False,False,False,False,146,127,Field,15.0,70,False,Yungoos,Brown,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Grubbin,736,Swarm,Bug,47,62,45,55,45,46,4,44,Larva Pokémon,7,0.5,False,False,False,False,True,False,60,255,Bug,15.0,70,True,,Gray,Armor,19.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Charjabug,737,Battery,Bug~Electric,57,82,95,55,75,36,5,105,Battery Pokémon,7,0.5,False,False,False,False,True,False,140,120,Bug,15.0,70,True,Grubbin,Green,Squiggle,4.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Vikavolt,738,Levitate,Bug~Electric,77,70,90,145,75,43,15,450,Stag Beetle Pokémon,7,0.5,False,False,False,False,True,False,225,45,Bug,15.0,70,False,Charjabug,Blue,Armor,4.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Vikavolt Totem,738,Levitate,Bug~Electric,77,70,90,145,75,43,26,1475,Stag Beetle Pokémon,7,0.5,False,False,False,False,False,False,225,45,Bug,15.0,70,False,Charjabug,Blue,Armor,4.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Crabrawler,739,Hyper Cutter~Iron Fist~Anger Point,Fighting,47,82,57,42,47,63,6,70,Boxing Pokémon,7,0.5,False,False,False,False,True,False,68,225,Water 3,20.0,70,True,,Purple,Armor,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Crabominable,740,Hyper Cutter~Iron Fist~Anger Point,Fighting~Ice,97,132,77,62,67,43,17,1800,Woolly Crab Pokémon,7,0.5,False,False,False,False,True,False,167,60,Water 3,20.0,70,False,Crabrawler,White,Armor,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
Oricorio Baile,741,Dancer,Fire~Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,False,False,False,False,True,False,167,45,Flying,20.0,70,False,,Red,Wings,7.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
Oricorio Pau,741,Dancer,Psychic~Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,False,False,False,False,False,False,167,45,Flying,20.0,70,False,,Red,Wings,8.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Oricorio Pom Pom,741,Dancer,Electric~Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,False,False,False,False,False,False,167,45,Flying,20.0,70,False,,Red,Wings,6.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Oricorio Sensu,741,Dancer,Ghost~Flying,75,70,70,98,70,93,6,34,Dancing Pokémon,7,0.75,False,False,False,False,False,False,167,45,Flying,20.0,70,False,,Red,Wings,3.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
Cutiefly,742,Honey Gather~Shield Dust~Sweet Veil,Bug~Fairy,40,45,40,55,40,84,1,2,Bee Fly Pokémon,7,0.5,False,False,False,False,True,False,61,190,Bug~Fairy,20.0,70,True,,Yellow,Armor,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
Ribombee,743,Honey Gather~Shield Dust~Sweet Veil,Bug~Fairy,60,55,60,95,70,124,2,5,Bee Fly Pokémon,7,0.5,False,False,False,False,True,False,162,75,Bug~Fairy,20.0,70,False,Cutiefly,Yellow,Bug-Wings,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
Ribombee Totem,743,Honey Gather~Shield Dust~Sweet Veil,Bug~Fairy,60,55,60,95,70,124,4,20,Bee Fly Pokémon,7,0.5,False,False,False,False,False,False,162,75,Bug~Fairy,20.0,70,False,Cutiefly,Yellow,Bug-Wings,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
Rockruff,744,Keen Eye~Vital Spirit~Steadfast,Rock,45,65,40,30,40,60,5,92,Puppy Pokémon,7,0.5,False,False,False,False,True,False,56,190,Field,15.0,70,True,,Brown,Quadruped,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Rockruff Own Tempo,744,Own Tempo,Rock,45,65,40,30,40,60,5,92,Puppy Pokémon,7,0.5,False,False,False,False,False,False,56,190,Field,15.0,70,True,,Brown,Quadruped,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Lycanroc Dusk,745,Tough Claws,Rock,75,117,65,55,65,110,8,250,Wolf Pokémon,7,0.5,False,False,False,False,False,False,170,90,Field,15.0,70,False,Rockruff,Brown,Quadruped,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Lycanroc Midday,745,Keen Eye~Sand Rush~Steadfast,Rock,75,115,65,55,65,112,8,250,Wolf Pokémon,7,0.5,False,False,False,False,True,False,170,90,Field,15.0,70,False,Rockruff,Brown,Quadruped,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Lycanroc Midnight,745,Keen Eye~Vital Spirit~No Guard,Rock,85,115,75,55,75,82,11,250,Wolf Pokémon,7,0.5,False,False,False,False,False,False,170,90,Field,15.0,70,False,Rockruff,Brown,Quadruped,16.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Wishiwashi School,746,Schooling,Water,45,140,130,140,135,30,82,786,Small Fry Pokémon,7,0.5,False,False,False,False,False,False,217,60,Water 2,15.0,70,False,,Blue,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Wishiwashi Solo,746,Schooling,Water,45,20,20,25,25,40,2,3,Small Fry Pokémon,7,0.5,False,False,False,False,True,False,61,60,Water 2,15.0,70,False,,Blue,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Mareanie,747,Merciless~Limber~Regenerator,Poison~Water,50,53,62,43,52,45,4,80,Brutal Star Pokémon,7,0.5,False,False,False,False,True,False,61,190,Water 1,20.0,70,True,,Blue,Blob,6.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Toxapex,748,Merciless~Limber~Regenerator,Poison~Water,50,63,152,53,142,35,7,145,Brutal Star Pokémon,7,0.5,False,False,False,False,True,False,173,75,Water 1,20.0,70,False,Mareanie,Blue,Tentacles,6.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Mudbray,749,Own Tempo~Stamina~Inner Focus,Ground,70,100,70,45,55,45,10,1100,Donkey Pokémon,7,0.5,False,False,False,False,True,False,77,190,Field,20.0,70,True,,Brown,Quadruped,17.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
